,ricf_oid,ba_ntr,doi_1,ba_fdt_o,ba_fnd_r
591,3323,1,1138941.59,5.0,2000000.0
592,40,1,5335948.98,5.0,4500000.0
593,4492,1,3558659.52,2.0,2000000.0
594,2696,0,1200000.0,8.0,4000000.0
595,2156,1,1110199.0,8.0,5000000.0
596,3099,1,6561998.0,6.0,2000000.0
597,2243,1,26959.52,6.0,3000000.0
599,3620,0,0.0,4.0,5000000.0
600,3554,1,210000.0,4.0,2000000.0
601,1057,1,1647438.28,11.0,8000000.0
602,4941,1,7900458.1,1.0,2000000.0
603,401,1,735200.0,4.0,2000000.0
604,6287,1,2657100.0,3.0,2000000.0
605,3344,0,362000.0,11.0,4000000.0
606,5203,1,8000000.0,1.0,2000000.0
607,4129,1,120000.0,3.0,2000000.0
608,2290,1,18680061.79,11.0,2000000.0
609,449,0,10843649.02,27.0,4000000.0
610,2158,0,255000.0,5.0,4000000.0
611,321,1,12430830.0,10.0,5000000.0
612,3011,1,5029505.75,7.0,2000000.0
615,2485,1,776595.97,6.0,4000000.0
616,5025,1,0.0,1.0,2000000.0
617,4454,1,5000000.0,2.0,2000000.0
618,2081,1,500000.0,4.0,2000000.0
619,4776,1,557500.0,2.0,2000000.0
620,2258,0,0.0,22.0,4000000.0
621,1730,1,0.0,4.0,2000000.0
622,49,1,201600.0,4.0,2000000.0
623,97,0,0.0,25.0,10000000.0
624,183,0,12280000.0,18.0,8000000.0
625,3746,1,0.0,3.0,2000000.0
626,1161,1,279600.0,7.0,2000000.0
627,4508,1,2650000.0,2.0,2000000.0
628,1874,1,1600000.0,6.0,20000000.0
629,2632,0,0.0,7.0,5000000.0
630,2039,1,0.0,7.0,20000000.0
631,2225,1,3146516.08,5.0,5000000.0
632,4970,0,0.0,1.0,6000000.0
633,144,1,132074.66,10.0,2250000.0
634,273,0,33118900.0,11.0,8000000.0
635,2851,0,6546350.0,12.0,4000000.0
636,1888,0,0.0,11.0,4000000.0
637,1168,0,1903558.2,18.0,4000000.0
638,343,0,1270000.0,6.0,4000000.0
639,932,0,2211376.09,25.0,4000000.0
640,2295,1,5066829.09,4.0,2000000.0
641,924,1,8382605.0,6.0,2000000.0
642,3418,1,0.0,10.0,7510000.0
643,2953,1,0.0,10.0,2000000.0
644,5011,1,214105.66,1.0,2000000.0
645,2150,1,190000.0,6.0,2000000.0
646,5315,1,2000000.0,1.0,2000000.0
647,5280,1,2000000.0,1.0,2000000.0
648,1809,0,0.0,10.0,4000000.0
649,4778,1,14639989.86,2.0,2000000.0
650,1810,0,2363690.72,32.0,4000000.0
651,2083,1,26000.0,4.0,2000000.0
652,3025,0,0.0,20.0,4137000.0
653,286,0,652500.0,12.0,4000000.0
654,151,1,1656854.34,26.0,2000000.0
655,2102,1,2610000.0,7.0,2000000.0
656,2764,1,703000.0,18.0,2100000.0
657,3649,1,170000.0,3.0,2000000.0
658,4556,1,1100000.0,2.0,3000000.0
659,1681,1,22454523.43,5.0,20000000.0
660,2096,1,172738.5,5.0,2000000.0
661,1804,0,20000.0,9.0,4000000.0
662,4235,1,14216.88,2.0,2000000.0
663,3813,1,0.0,3.0,2000000.0
664,4903,1,3515800.1,2.0,2210000.0
665,188,0,173713102.85,8.0,10000000.0
666,2716,1,1153552.0,22.0,2100000.0
667,68,0,4069935.4,4.0,4000000.0
668,4223,1,0.0,2.0,3000000.0
669,3095,0,66000.0,4.0,4000000.0
670,1067,1,0.0,13.0,2000000.0
671,2058,1,2550000.0,4.0,3050000.0
672,200,0,205212408.02,30.0,12000000.0
673,2237,1,4625818.81,25.0,2100000.0
674,5069,1,148600.0,1.0,50000000.0
675,2743,1,0.0,5.0,2000000.0
676,4056,1,666000.0,3.0,2000000.0
677,3539,0,12970715.65,35.0,4000000.0
678,3207,0,2241964.3,29.0,28700000.0
679,3106,0,1454000.0,12.0,4000000.0
680,3957,0,3962044.52,3.0,4000000.0
681,1725,0,433469.0,7.0,4085000.0
682,3545,1,0.0,4.0,2000000.0
683,1041,0,0.0,5.0,4000000.0
684,2120,0,200000.0,9.0,4000000.0
685,1073,0,20282101.14,13.0,4000000.0
686,1821,0,200000.0,25.0,5300000.0
687,13,1,9258704.81,7.0,5000000.0
688,1245,0,321376.1,8.0,4000000.0
689,2115,0,4716226.180000001,25.0,4000000.0
690,3942,1,288948.0,3.0,2000000.0
691,93,1,780000.0,10.0,2000000.0
692,83,0,2213300.0,12.0,15000000.0
693,4955,1,253010.0,1.0,2000000.0
694,4460,1,5600.0,2.0,2000000.0
695,351,0,91589770.11,23.0,4200000.0
696,1056,1,0.0,5.0,50000000.0
697,1844,1,0.0,11.0,2750000.0
698,1827,1,15816575.530000001,4.0,3000000.0
699,967,1,1654748.0,7.0,2000000.0
700,2144,1,275210.02,4.0,2000000.0
701,11,1,800000.0,4.0,5000000.0
702,123,1,0.0,21.0,60000000.0
703,3169,0,11508589.32,8.0,4000000.0
704,969,0,0.0,4.0,4000000.0
705,4490,1,0.0,2.0,2000000.0
706,5271,1,0.0,1.0,2000000.0
707,957,0,1477476.9,31.0,4000000.0
708,6113,1,0.0,1.0,2000000.0
709,189,0,25205495.0,24.0,8000000.0
712,925,0,2262.12,29.0,18200000.0
713,4760,1,6000.0,2.0,2000000.0
714,331,1,1638890.0,10.0,2000000.0
715,4400,1,2000000.0,2.0,10000000.0
716,2130,1,80000.0,8.0,2000000.0
717,2277,1,1290000.0,9.0,4000000.0
718,2274,1,0.0,5.0,10000000.0
719,3269,1,5369578.0,9.0,2000000.0
720,2828,1,2000.0,23.0,2000000.0
721,3398,1,0.0,21.0,4000000.0
722,973,0,50000.0,4.0,4000000.0
723,2241,1,1359103.7,4.0,2000000.0
724,4536,1,370000.0,2.0,2000000.0
725,4544,1,94000.0,2.0,2000000.0
726,1162,1,0.0,7.0,2000000.0
727,3638,1,7778696.220000001,3.0,20000000.0
728,4781,1,4640000.0,2.0,5000000.0
729,1064,0,0.0,5.0,4000000.0
730,5200,1,2000000.0,1.0,2000000.0
731,2710,0,600000.0,29.0,4000000.0
732,56,0,5361485.61,25.0,6000000.0
733,1837,0,39900.0,8.0,4000000.0
734,4731,1,237350483.48,2.0,50000000.0
735,1172,1,785704.85,6.0,3000000.0
736,3711,1,259374.62000000002,3.0,2000000.0
737,1843,1,2905978.0,5.0,4090000.0
738,5603,1,8147.0,1.0,2000000.0
739,127,1,1635957.66,5.0,2000000.0
740,2712,0,11107887.44,25.0,4000000.0
741,3161,1,2906032.0500000003,7.0,20000000.0
742,4695,1,0.0,2.0,2000000.0
743,1816,0,121927.5,22.0,4000000.0
744,3182,0,2056850.0,7.0,4500000.0
745,2848,0,98624000.0,15.0,4000000.0
746,5345,1,2010960.5,1.0,2000000.0
747,155,1,350000.0,12.0,2000000.0
748,3327,0,15941291.79,31.0,6000000.0
749,1138,1,207500.0,5.0,2000000.0
750,349,0,129201.79,15.0,34300000.0
751,4954,1,20000000.0,1.0,2000000.0
752,3265,0,4850847.38,10.0,4000000.0
753,1657,1,160000.0,5.0,2000000.0
754,2068,0,9743720.69,9.0,4000000.0
755,274,0,39507989.0,25.0,10000000.0
756,72,1,0.0,15.0,2500000.0
757,2315,1,1107800.0,14.0,2100000.0
758,3170,1,0.0,5.0,15000000.0
759,2214,1,5000.0,5.0,2000000.0
760,886,1,420000.0,8.0,2200000.0
761,2834,1,18345460.87,24.0,4000000.0
762,4614,1,1053540.0,2.0,3000000.0
763,3569,1,155000.0,4.0,3000000.0
764,2141,1,0.0,5.0,2000000.0
765,3782,1,637000.0,3.0,2000000.0
766,1049,1,0.0,7.0,7000000.0
767,3781,1,2950350.0,3.0,20000000.0
768,4333,1,0.0,2.0,2000000.0
769,2676,1,9000000.0,11.0,20000000.0
770,1624,1,20000.0,11.0,2100000.0
773,1074,1,354630.28,5.0,2000000.0
774,5509,1,2000000.0,1.0,2000000.0
775,5288,1,2000000.0,1.0,2000000.0
776,1407,0,0.0,6.0,4000000.0
777,2065,1,1423646.0,4.0,2000000.0
778,2142,1,0.0,6.0,2000000.0
779,1735,1,0.0,4.0,10000000.0
780,42,1,804674.0,6.0,5000000.0
781,2273,1,1341740.0,11.0,5000000.0
782,52,1,0.0,24.0,100000000.0
783,3898,1,0.0,3.0,3000000.0
784,3830,1,2000000.0,3.0,30000000.0
785,5232,1,2053800.0,1.0,2050000.0
786,158,1,5332150.0,7.0,2000000.0
787,5206,1,3000000.0,1.0,2000000.0
788,336,0,0.0,4.0,4000000.0
789,180,0,636031.57,22.0,8000000.0
790,857,1,579000.0,11.0,2000000.0
791,960,0,0.0,17.0,4050000.0
792,2097,0,16920000.0,4.0,4000000.0
793,242,0,28103499.06,27.0,8000000.0
794,4291,1,416900.0,3.0,2000000.0
797,2263,1,0.0,21.0,2100000.0
798,2802,1,0.0,31.0,3000000.0
799,323,1,22000.0,4.0,2000000.0
800,2061,0,11076096.63,31.0,4000000.0
801,5314,1,2000000.0,1.0,2000000.0
802,4076,1,20108000.0,3.0,20000000.0
803,3927,1,376300.0,3.0,2300000.0
804,266,0,54451883.62,32.0,8000000.0
805,3109,0,0.0,7.0,5870000.0
806,87,0,2239565.3,25.0,50000000.0
807,1829,0,774800.0,13.0,4000000.0
808,1036,1,16570000.0,8.0,100000000.0
809,2129,0,100000.0,10.0,4000000.0
810,2090,1,1656500.0,4.0,2000000.0
811,1354,1,0.0,5.0,5000000.0
812,952,1,59905149.83,8.0,2000000.0
813,4616,1,32750.0,2.0,2000000.0
814,4449,1,0.0,2.0,2000000.0
815,3008,0,801109.0,5.0,4000000.0
816,4804,1,203881.7,2.0,2000000.0
817,2973,0,6650000.0,8.0,4000000.0
818,148,1,0.0,7.0,6010000.0
819,2959,0,39625980.82,8.0,4000000.0
820,237,0,116730104.59,9.0,8000000.0
821,3187,0,1670384.58,27.0,4000000.0
822,3797,1,20066700.0,3.0,2000000.0
825,3618,0,7746200.0,4.0,4000000.0
826,3278,0,0.0,4.0,4000000.0
827,2695,1,777129.0,8.0,2000000.0
828,1792,1,4177000.0,5.0,100000000.0
829,3759,1,130000.0,3.0,2000000.0
830,3602,1,5452476.0,5.0,2000000.0
831,3913,1,3600000.0,3.0,20000000.0
832,1616,0,4135000.0,7.0,4000000.0
833,1734,0,664500.0,13.0,4150000.0
834,2971,0,79962995.25999999,6.0,4000000.0
835,78,0,0.0,25.0,6000000.0
836,5510,1,2000000.0,1.0,2000000.0
837,399,0,1100000.0,4.0,4000000.0
838,3325,0,4229667.34,31.0,2860000.0
839,3397,0,99657883.0,30.0,8000000.0
840,2281,1,192000.0,5.0,20000000.0
841,2137,1,1732300.0,4.0,2000000.0
842,3220,1,0.0,5.0,3000000.0
843,1620,1,0.0,4.0,2000000.0
844,3312,1,205000.0,7.0,2000000.0
845,317,1,4334294.51,4.0,5500000.0
846,3185,1,150000.0,4.0,2000000.0
847,1799,1,0.0,10.0,20000000.0
848,930,1,1500000.0,7.0,10000000.0
849,3636,1,0.0,3.0,2000000.0
850,3873,1,0.0,3.0,5000000.0
851,3019,1,108000.0,5.0,2000000.0
852,3018,1,3081870.0,5.0,2000000.0
853,3308,1,2607500.0,7.0,2000000.0
854,4117,1,955493.0,3.0,2000000.0
855,3734,1,465000.0,3.0,2000000.0
856,427,1,1374775.4,4.0,2000000.0
859,1655,1,5406310.0,5.0,20000000.0
860,3814,0,2625030.1,3.0,4000000.0
861,3834,1,1080000.0,3.0,2000000.0
864,1266,0,17700.0,5.0,4001000.0
865,5969,1,2187617.0,1.0,2001000.0
866,5032,1,10000000.0,1.0,10000000.0
867,3131,1,170000.0,7.0,2000000.0
868,1043,0,501620.0,28.0,4000000.0
872,5010,1,328400.0,1.0,2000000.0
873,4093,1,0.0,3.0,2000000.0
874,4265,1,20000000.0,3.0,2000000.0
875,3970,1,5605316.03,3.0,2000000.0
878,4111,1,80000.0,3.0,2000000.0
879,1618,1,100000.0,4.0,2010000.0
880,1127,1,6050000.0,34.0,20000000.0
881,15,1,100000.0,9.0,2000000.0
882,4884,0,58000000.0,2.0,25000000.0
883,2307,0,2062519.0,24.0,6000000.0
884,209,0,169536031.69,12.0,30500000.0
885,1794,0,2100.0,5.0,5500000.0
886,16,1,718205.0,10.0,2000000.0
887,2686,1,200000.0,4.0,5000000.0
888,4968,1,501995.96,1.0,3000000.0
889,5217,1,0.0,1.0,50000000.0
890,215,0,3234860.0,30.0,8000000.0
891,3213,0,4289140.0,12.0,30000000.0
892,2957,1,2876000.0,3.0,2000000.0
893,1313,1,0.0,6.0,2000000.0
894,1806,1,846517.17,23.0,2100000.0
895,178,0,22656069.880000003,15.0,8000000.0
896,251,0,1550000.0,35.0,8800000.0
897,4189,1,43430222.0,3.0,2000000.0
898,2078,1,4100000.0,6.0,2000000.0
899,92,0,0.0,22.0,8700000.0
900,238,0,35427685.32,31.0,30000000.0
903,2222,1,10289494.0,6.0,2000000.0
904,3423,0,45646055.690000005,10.0,4000000.0
905,2228,1,0.0,24.0,2100000.0
906,1071,1,0.0,6.0,2000000.0
907,2297,1,200000.0,13.0,2000000.0
908,4705,1,3905988.0,2.0,3700000.0
909,4193,1,3450000.0,3.0,2000000.0
912,248,0,18911200.0,20.0,10000000.0
913,2132,0,43106528.17,11.0,5030000.0
914,3091,1,1820626.0,5.0,2000000.0
915,3168,0,0.0,8.0,4000000.0
916,1047,0,2172000.0,9.0,4600000.0
917,5343,1,146173.7,1.0,2000000.0
918,3217,0,200000.0,6.0,4000000.0
919,4077,1,584000.0,3.0,2000000.0
920,3672,1,22000671.0,3.0,11000000.0
921,2079,1,5056356.1,4.0,2000000.0
922,1062,0,63357.69,13.0,6000000.0
923,3098,0,1577142.85,4.0,4000000.0
924,2956,0,7962624.3,12.0,6640000.0
925,4998,1,1970390.77,1.0,2000000.0
926,2254,0,2620000.0,28.0,4000000.0
927,4052,1,160000.0,3.0,2000000.0
928,1329,0,6867292.17,4.0,4000000.0
929,4869,1,170000.0,2.0,2000000.0
930,3549,0,2100000.0,4.0,4000000.0
931,2227,1,3192877.14,5.0,30000000.0
932,326,0,4341116.0,29.0,4000000.0
933,254,0,12120000.0,28.0,8000000.0
934,856,1,22192532.580000002,10.0,100000000.0
935,4274,1,5252080.0,1.0,2000000.0
936,4348,1,2867623.02,2.0,2000000.0
937,2714,0,9947.73,6.0,4000000.0
938,2095,1,192000.0,6.0,2000000.0
939,4867,1,3450000.0,2.0,2000000.0
940,344,0,0.0,7.0,4000000.0
941,2711,0,100000.0,25.0,4000000.0
942,5466,0,0.0,1.0,40000000.0
943,86,0,67675412.75999999,25.0,30000000.0
944,5965,0,466268.24,1.0,4000000.0
945,5113,1,1000000.0,1.0,2000000.0
946,1648,0,573385.59,27.0,4000000.0
947,1716,0,231128.09,4.0,4000000.0
948,216,0,14671515.0,12.0,8000000.0
949,1359,0,0.0,5.0,5000000.0
950,328,0,0.0,4.0,4000000.0
951,3455,0,22050427.5,8.0,4000000.0
952,3998,1,0.0,3.0,2000000.0
953,2487,1,1009833.62,28.0,2100000.0
954,2985,0,6156221.96,7.0,4000000.0
955,965,1,1219762.0,7.0,2000000.0
956,206,0,211755756.98,11.0,15000000.0
957,3228,1,24695000.0,4.0,21000000.0
958,282,1,52851395.33,6.0,20000000.0
959,1626,1,5195864.8,5.0,2000000.0
960,2093,1,0.0,11.0,2000000.0
961,1075,1,40000.0,5.0,2000000.0
962,3728,1,0.0,3.0,2000000.0
963,4671,1,3978605.0,2.0,3060000.0
965,4633,1,1057180.17,2.0,1000000.0
966,3317,1,245000.0,5.0,2000000.0
967,2266,1,0.0,4.0,2000000.0
968,4661,1,180648.0,2.0,2000000.0
969,3073,0,0.0,9.0,4000000.0
970,9,0,50000.0,13.0,4000000.0
971,1678,0,0.0,28.0,4370000.0
972,2705,0,800.0,9.0,4000000.0
973,5000,1,2000000.0,1.0,2000000.0
974,1090,1,0.0,15.0,2000000.0
975,5197,1,2000000.0,1.0,2000000.0
976,1063,0,0.0,20.0,4000000.0
977,2046,1,0.0,9.0,3000000.0
978,3290,1,7008974.0,12.0,20000000.0
979,4197,1,0.0,3.0,50000000.0
980,3581,1,599576.52,4.0,2000000.0
981,2751,1,21892734.78,7.0,2000000.0
984,2740,1,3036370.49,11.0,2000000.0
985,1320,0,3245000.0,5.0,4000000.0
986,3191,1,0.0,7.0,176000000.0
987,1037,1,935166.0,5.0,50000000.0
988,3904,1,63062278.260000005,3.0,50000000.0
989,2818,1,610000.0,10.0,2000000.0
990,4384,1,186800.0,2.0,4000000.0
991,3026,1,4716260.0,5.0,2000000.0
992,4908,1,25100000.0,2.0,25000000.0
994,3881,1,1067248.0,3.0,2000000.0
995,2323,1,2586163.75,5.0,4000000.0
996,3543,1,1562442.23,4.0,5000000.0
997,4993,1,901000.0,1.0,2000000.0
998,207,0,427410932.82,36.0,8000000.0
999,236,0,471167853.48,28.0,10000000.0
1000,3211,0,0.0,6.0,5000000.0
1001,4851,1,394174.76,2.0,5050000.0
1002,141,1,2517673.6,5.0,2000000.0
1003,3277,0,458000.0,11.0,4080000.0
1004,2060,1,3874330.5,8.0,2000000.0
1005,375,1,900000.0,8.0,4000000.0
1006,1817,0,0.0,23.0,6000000.0
1007,313,1,1242500.0,4.0,4100000.0
1008,3256,1,0.0,5.0,2000000.0
1009,3889,1,3073774.5,3.0,2000000.0
1010,2085,1,1964340.1099999999,6.0,20000000.0
1011,1166,1,10249770.17,7.0,2000000.0
1013,3917,1,1200000.0,3.0,2000000.0
1014,2969,1,5016000.0,4.0,100000000.0
1015,5799,1,450700.0,6.0,2000000.0
1016,431,1,2000000.0,8.0,2000000.0
1017,30,1,0.0,25.0,2000000.0
1018,2287,0,47275830.57,10.0,4000000.0
1019,4277,1,500000.0,2.0,2000000.0
1020,260,0,33491206.240000002,18.0,50000000.0
1021,2837,1,0.0,13.0,2000000.0
1022,2683,0,3910000.0,13.0,4000000.0
1023,3196,1,0.0,9.0,4500000.0
1024,3773,1,0.0,3.0,2000000.0
1025,3403,0,3998150.99,12.0,4000000.0
1026,5067,1,10742156.48,1.0,2000000.0
1027,5066,1,2000000.0,1.0,2000000.0
1028,63,0,15031381.78,11.0,10000000.0
1029,5290,1,0.0,1.0,3000000.0
1030,122,0,0.0,24.0,30900000.0
1031,119,1,3259031.1,7.0,8000000.0
1032,3629,1,0.0,3.0,2000000.0
1033,4853,1,2370000.0,2.0,25000000.0
1034,1807,0,0.0,14.0,15800000.0
1035,5081,1,2179206.7,1.0,2000000.0
1036,887,0,0.0,6.0,4000000.0
1037,314,1,81000.0,5.0,2000000.0
1038,2965,0,1500808.67,6.0,4000000.0
1039,5476,1,426228.74,1.0,2000000.0
1040,4322,1,0.0,2.0,2000000.0
1041,4123,1,3330.0,3.0,2000000.0
1042,917,1,0.0,4.0,5000000.0
1043,4366,1,13157004.58,2.0,5000000.0
1044,3031,1,495185.33,6.0,2000000.0
1045,2972,0,6031289.9,8.0,4000000.0
1046,2162,0,2254723.37,9.0,4000000.0
1047,4555,1,0.0,2.0,2200000.0
1048,959,0,889720.0,6.0,4000000.0
1049,139,1,388500.0,5.0,2000000.0
1050,230,0,447278535.15,29.0,10000000.0
1051,1630,1,0.0,5.0,2000000.0
1052,210,0,23966017.4,14.0,8000000.0
1053,2205,1,137385.0,5.0,2000000.0
1054,3298,1,9635778.4,5.0,20000000.0
1055,3634,0,13529900.0,3.0,4000000.0
1056,3405,0,9226821.8,12.0,4000000.0
1057,5195,1,2000000.0,1.0,2000000.0
1058,2321,1,0.0,11.0,2000000.0
1059,1163,1,2000000.0,7.0,2000000.0
1060,2153,0,1100000.0,12.0,4000000.0
1061,5013,1,1500000.0,1.0,2000000.0
1062,873,1,41600.0,5.0,2200000.0
1063,4225,1,69880.0,3.0,2000000.0
1064,956,0,1536438.6,5.0,4000000.0
1065,2268,1,0.0,22.0,2100000.0
1066,1640,1,20000000.0,8.0,3000000.0
1067,4849,1,2506446.3,2.0,2000000.0
1068,2870,0,277500.0,28.0,4000000.0
1070,3167,1,500000.0,9.0,2000000.0
1071,1824,1,628382.0,22.0,2000000.0
1072,3021,1,0.0,6.0,2000000.0
1073,2700,1,0.0,7.0,2000000.0
1074,2697,0,5800000.0,6.0,10000000.0
1075,1796,0,3201665.1,8.0,4000000.0
1076,1729,0,1312620.0,7.0,4000000.0
1077,22,1,27693.05,11.0,2000000.0
1078,437,1,0.0,9.0,2000000.0
1079,5952,1,14061996.5,10.0,2000000.0
1080,4984,1,3000000.0,1.0,3000000.0
1081,374,1,2300000.0,5.0,4000000.0
1082,2845,1,0.0,9.0,2000000.0
1083,1633,1,0.0,9.0,2000000.0
1084,28,1,8441120.0,6.0,30000000.0
1085,1823,1,0.0,5.0,2000000.0
1086,80,0,25786263.990000002,24.0,4000000.0
1087,4578,1,11581903.14,2.0,20000000.0
1088,1104,1,0.0,4.0,2000000.0
1089,2715,1,0.0,5.0,2200000.0
1092,4850,1,300000.0,2.0,5000000.0
1093,3186,0,50000.0,9.0,4000000.0
1094,1813,1,413008.0,5.0,10000000.0
1095,2484,1,220000.0,13.0,2000000.0
1096,1798,1,3959968.0,19.0,20000000.0
1097,1052,0,0.0,24.0,5000000.0
1098,4670,1,2589000.0,2.0,2000000.0
1099,4640,1,20000000.0,2.0,50000000.0
1100,3332,0,0.0,23.0,4000000.0
1101,2745,1,443867000.0,7.0,200000000.0
1102,2103,1,0.0,5.0,6000000.0
1103,2259,1,1681589.41,4.0,2000000.0
1104,2209,1,1446569.1,11.0,2000000.0
1105,140,1,1819388.43,4.0,2000000.0
1106,3132,0,0.0,6.0,4150400.0
1107,2841,1,17578998.5,5.0,200000000.0
1108,2146,0,0.0,12.0,4000000.0
1109,2986,0,106000.0,5.0,4500000.0
1110,2839,1,209600.0,4.0,2000000.0
1111,324,1,136650.0,4.0,2000000.0
1112,181,0,31679614.0,6.0,8000000.0
1113,377,0,50000.0,5.0,4000000.0
1114,2932,0,7720810.0,11.0,4000000.0
1115,3111,1,1456470.0,8.0,12000000.0
1116,3903,1,501974.65,3.0,2060000.0
1117,2280,1,15418556.0,10.0,2000000.0
1118,2847,1,0.0,24.0,2500000.0
1119,1098,0,1201795.5,12.0,4000000.0
1120,5243,1,2020000.0,1.0,2020000.0
1121,4051,1,4010925.3899999997,3.0,5000000.0
1122,3675,1,12700.0,3.0,2000000.0
1123,2282,1,7360720.03,3.0,2000000.0
1124,1642,0,22774227.56,23.0,4830000.0
1125,4073,1,500000.0,3.0,2000000.0
1126,2250,1,10684600.0,5.0,4000000.0
1127,91,0,2927000.0,25.0,7000000.0
1128,1046,0,1587999.11,6.0,4000000.0
1129,3300,1,200000.0,8.0,2000000.0
1130,1084,1,548400.0,7.0,2000000.0
1131,1256,1,0.0,4.0,20000000.0
1132,4086,1,730116.5,3.0,2000000.0
1133,3358,0,0.0,15.0,4000000.0
1134,4510,1,306661.15,2.0,2000000.0
1136,1343,0,1804122.0,5.0,4000000.0
1137,3457,0,63211157.86,8.0,50000000.0
1138,264,0,261664675.0,23.0,8000000.0
1139,2157,1,0.0,6.0,2000000.0
1140,270,0,36888391.73,19.0,8000000.0
1141,2041,0,12847951.399999999,5.0,4000000.0
1142,4809,1,250000.0,2.0,2400000.0
1143,4499,1,0.0,2.0,18000000.0
1144,1061,1,67274243.24,22.0,2000000.0
1145,3162,1,300000.0,5.0,3000000.0
1146,3322,1,1465600.0,5.0,2060000.0
1147,3215,1,0.0,9.0,5000000.0
1148,120,1,1756017.55,8.0,2000000.0
1149,98,0,506000.0,25.0,40000000.0
1150,1045,0,7872676.0,5.0,4000000.0
1151,2101,0,3000000.0,6.0,4000000.0
1152,1868,0,2452600.0,9.0,4000000.0
1153,2768,1,1280000.0,4.0,2000000.0
1154,2500,1,800000.0,6.0,5000000.0
1155,4425,1,1921995.0,2.0,2000000.0
1156,3752,1,0.0,3.0,2000000.0
1157,1623,1,76000.0,8.0,2000000.0
1158,2988,0,0.0,6.0,4000000.0
1159,4434,1,96400.0,2.0,2000000.0
1160,5109,1,2293115.99,1.0,5000000.0
1161,5068,1,10000.0,2.0,20000000.0
1162,953,1,10364715.68,9.0,5000000.0
1163,3713,1,150000.0,3.0,2000000.0
1164,4059,1,1000000.0,3.0,2000000.0
1165,3270,0,7473625.04,26.0,4000000.0
1166,3006,1,750000.0,8.0,2000000.0
1167,5515,1,48000.0,1.0,2000000.0
1168,3328,1,500000.0,4.0,2000000.0
1169,4053,1,1348391.3900000001,3.0,4000000.0
1170,4138,1,11476796.0,3.0,10000000.0
1171,928,0,12013193.2,16.0,1190000.0
1174,27,1,14021597.55,6.0,2000000.0
1175,4115,1,2060000.0,3.0,8000000.0
1176,4334,1,3584918.45,2.0,2000000.0
1177,5229,1,2600000.0,1.0,2000000.0
1178,1775,1,18742900.01,9.0,2000000.0
1179,231,0,2117959.81,33.0,8000000.0
1180,2210,1,20433302.07,6.0,2000000.0
1181,2094,1,0.0,6.0,2000000.0
1182,3122,0,408900.0,8.0,4000000.0
1183,4600,1,5000000.0,2.0,2000000.0
1184,2248,1,7824571.61,6.0,10000000.0
1185,4074,1,1200000.0,3.0,4000000.0
1186,2303,1,460585.12,6.0,2000000.0
1187,211,0,8568938.0,14.0,10000000.0
1188,302,1,159000.0,5.0,5000000.0
1189,2936,1,15911801.01,6.0,20000000.0
