,ricf_oid,ba_ntr,doi_1,ba_fdt_o,ba_fnd_r
1190,1109,1,100000.0,7.0,2000000.0
1191,3116,1,24189944.02,4.0,30000000.0
1192,4891,1,468895.13,2.0,2000000.0
1193,942,1,9430000.0,28.0,3000000.0
1194,5285,0,23000000.0,1.0,23000000.0
1195,2849,0,270000.0,27.0,4100000.0
1196,2133,1,0.0,6.0,2000000.0
1197,5284,1,2000000.0,1.0,2000000.0
1198,276,0,80896036.38,11.0,240000000.0
1199,2486,1,0.0,6.0,5200000.0
1200,2846,0,98677780.8,28.0,4200000.0
1201,403,0,1730000.0,13.0,4100000.0
1202,2054,0,6510522.57,5.0,4000000.0
1203,4593,1,631600.0,2.0,2000000.0
1204,6046,0,4080000.0,1.0,4000000.0
1205,2879,0,2035000.0,16.0,4000000.0
1206,2873,0,1157300.0,11.0,4000000.0
1207,3273,0,1017391.67,13.0,4050000.0
1208,4580,1,1445367.0,2.0,5000000.0
1209,3335,1,947760.0,4.0,2000000.0
1210,198,0,5730868.0,23.0,8000000.0
1211,2213,1,0.0,4.0,2000000.0
1212,4519,0,5707132.0,2.0,4000000.0
1213,2271,1,10035976.0,8.0,10000000.0
1214,2128,0,15848986.03,29.0,4000000.0
1215,1111,1,7200000.0,9.0,100000000.0
1216,2309,1,180000.0,10.0,2000000.0
1217,2044,1,500200.0,4.0,2000000.0
1218,203,0,2000000.0,30.0,8000000.0
1219,5274,1,8980.0,1.0,2000000.0
1220,5005,1,4575816.55,1.0,2000000.0
1221,2111,1,20005465.0,5.0,2000000.0
1222,2856,0,724357.12,14.0,4000000.0
1223,5277,1,10500000.0,1.0,10500000.0
1224,5744,1,0.0,1.0,2000000.0
1225,4130,1,187570.46000000002,3.0,2000000.0
1226,1330,1,700000.0,7.0,2100000.0
1227,240,0,9928313.22,22.0,17830000.0
1228,3310,0,0.0,15.0,4370000.0
1229,2121,1,0.0,7.0,2000000.0
1230,190,1,0.0,4.0,100000000.0
1231,153,1,55000.0,4.0,5000000.0
1232,3433,0,2289284.45,10.0,4200000.0
1233,3727,1,2550000.0,3.0,30000000.0
1234,3321,1,12050000.0,6.0,2050000.0
1235,3453,0,16067942.97,8.0,4000000.0
1236,38,1,29310000.0,5.0,2000000.0
1237,5196,1,3300000.0,1.0,3300000.0
1238,2104,1,154000.0,4.0,2000000.0
1239,186,0,10500000.0,31.0,8000000.0
1240,462,1,450000.0,10.0,2000000.0
1241,3673,1,10123685.05,3.0,2000000.0
1242,352,0,1365804.0,8.0,4000000.0
1243,962,0,528840.0,14.0,2100000.0
1244,1339,0,11100000.0,7.0,4000000.0
1245,339,0,3223945.3,6.0,6000000.0
1246,1803,0,0.0,28.0,4000000.0
1247,2188,1,153500.0,5.0,2000000.0
1248,4164,1,320000.0,3.0,2000000.0
1249,2707,0,519283.01,11.0,6500000.0
1250,4121,1,315203.82,3.0,2000000.0
1251,3515,1,3189595.0,4.0,2000000.0
1252,1110,1,1038062.0,9.0,2000000.0
1253,4429,1,2120825.18,2.0,5000000.0
1254,4683,1,5000000.0,2.0,7000000.0
1255,2253,0,0.0,27.0,4900000.0
1256,1181,1,161200.0,4.0,3400000.0
1257,2117,1,0.0,11.0,3000000.0
1258,39,1,0.0,4.0,20000000.0
1259,414,0,0.0,4.0,4000000.0
1260,358,0,0.0,10.0,4000000.0
1261,2974,0,86000.0,5.0,4000000.0
1262,70,1,4951590.59,11.0,2000000.0
1263,1717,1,55150000.0,8.0,50000000.0
1264,5272,1,0.0,1.0,2000000.0
1265,4973,1,10800000.0,1.0,10000000.0
1266,3591,1,0.0,4.0,2000000.0
1267,4756,1,2200000.0,2.0,2000000.0
1268,4892,1,6755832.54,2.0,2000000.0
1269,3181,1,70000.0,4.0,4000000.0
1270,434,1,0.0,9.0,2000000.0
1271,1800,0,16901105.2,12.0,20000000.0
1272,5624,1,0.0,1.0,2000000.0
1273,827,1,5778825.13,26.0,2100000.0
1274,2478,1,6640241.140000001,5.0,2000000.0
1275,104,1,20391284.52,6.0,3000000.0
1276,3101,1,34513225.28,6.0,4000000.0
1277,5487,1,4400000.0,1.0,2000000.0
1278,1184,0,850000.0,29.0,5500000.0
1279,2077,1,0.0,11.0,2000000.0
1280,199,0,62989.73,25.0,8000000.0
1281,4668,1,367621.10000000003,2.0,2000000.0
1282,1254,1,29000000.0,12.0,50000000.0
1283,3679,0,2529949.4,3.0,4000000.0
1284,105,1,632910.33,10.0,2000000.0
1285,2805,1,1665125.0,10.0,2000000.0
1286,2211,1,193001.0,11.0,2000000.0
1287,4706,1,1246672.9400000002,2.0,2000000.0
1288,2230,1,7653668.0,4.0,2000000.0
1289,2966,0,42384083.94,5.0,4000000.0
1290,859,1,2296988.0,24.0,2000000.0
1291,3033,0,10996380.2,20.0,4460000.0
1292,3304,0,2161670.06,25.0,15500000.0
1293,35,1,31098000.0,13.0,10000000.0
1294,32,1,130670906.96000001,11.0,4000000.0
1295,3261,0,7387280.0,4.0,2000000.0
1296,3573,1,0.0,4.0,2000000.0
1297,4780,1,0.0,2.0,2000000.0
1298,3004,0,27173700.0,5.0,4000000.0
1299,58,1,0.0,9.0,20000000.0
1300,2118,1,2000000.0,4.0,2000000.0
1301,4422,0,1443887.5,2.0,4000000.0
1302,4354,1,508373.7,2.0,2000000.0
1303,2300,1,4043100.0,8.0,10000000.0
1304,5234,0,0.0,1.0,4000000.0
1305,2324,1,0.0,5.0,20000000.0
1306,5507,1,2180000.0,1.0,2180000.0
1307,3693,1,445341.0,3.0,3000000.0
1308,5342,1,2000120.0,1.0,2000000.0
1309,755,1,20850000.0,5.0,20000000.0
1310,294,0,123000.0,24.0,4000000.0
1311,961,0,50150.0,17.0,54000000.0
1312,3171,1,1300000.0,8.0,2000000.0
1313,3195,1,100.0,8.0,2000000.0
1314,1085,1,861370.0,5.0,2000000.0
1315,1873,0,500000.0,11.0,4000000.0
1316,202,0,47437594.13,23.0,13600000.0
1317,1187,1,9691084.469999999,6.0,100000000.0
1318,3108,1,0.0,5.0,2000000.0
1319,868,0,20289166.259999998,23.0,4000000.0
1320,2074,1,755106.0,5.0,2000000.0
1321,5159,1,0.0,1.0,2000000.0
1322,2284,1,1500000.0,5.0,3000000.0
1323,50,0,43924730.379999995,24.0,4000000.0
1324,4997,1,1540000.0,1.0,2000000.0
1325,5561,1,0.0,1.0,2000000.0
1326,752,1,11200000.0,9.0,50000000.0
1327,4847,1,154557.9,2.0,2000000.0
1328,1656,1,14226017.379999999,11.0,20000000.0
1329,4276,0,1999254.48,2.0,4000000.0
1330,4812,1,14091.14,2.0,2000000.0
1331,2489,0,777831.42,12.0,4000000.0
1332,4740,1,0.0,2.0,2000000.0
1333,3223,1,0.0,6.0,3000000.0
1334,4374,1,16248000.0,2.0,2000000.0
1335,2690,0,22647165.37,11.0,4000000.0
1336,2316,1,200000.0,8.0,2000000.0
1337,1096,1,7899500.0,5.0,2000000.0
1338,2040,1,20000.0,5.0,2000000.0
1339,1103,0,4156000.0,8.0,5000000.0
1340,4301,1,3236368.0,2.0,8000000.0
1341,2824,1,1018000.0,10.0,10000000.0
1342,744,1,1301000.0,8.0,2000000.0
1343,46,1,2744516.13,8.0,2000000.0
1344,2260,1,52000.0,9.0,2000000.0
1345,745,1,6206000.0,5.0,2000000.0
1346,1727,1,100000.0,5.0,10000000.0
1347,108,0,500000.0,25.0,5000000.0
1350,5836,1,0.0,1.0,10000000.0
1351,311,0,6758821.4,6.0,6200000.0
1352,2076,1,0.0,8.0,2000000.0
1353,5156,1,0.0,1.0,2000000.0
1354,1627,0,22720724.5,35.0,4100000.0
1355,3686,1,1200280.0,3.0,2000000.0
1356,4308,1,30039000.0,2.0,10000000.0
1357,3678,0,1026000.0,3.0,4000000.0
1358,277,0,11245117.81,28.0,8000000.0
1359,2502,1,256400.0,6.0,5000000.0
1360,4085,1,1063799.0,3.0,11200000.0
1361,3635,1,841519.47,3.0,2000000.0
1362,4722,1,18310371.67,2.0,50000000.0
1363,54,0,140140.0,14.0,36000000.0
1364,1688,0,1000000.0,6.0,6000000.0
1365,4996,1,915304.36,1.0,2000000.0
1366,3340,1,1335000.0,4.0,2000000.0
1367,1079,0,0.0,22.0,4000000.0
1368,5112,1,4155241.16,1.0,2000000.0
1369,4964,1,2220842.0,1.0,2000000.0
1370,4446,1,5100000.0,2.0,20000000.0
1371,3218,1,0.0,6.0,2100000.0
1372,5564,1,0.0,1.0,2000000.0
1373,3081,0,26630000.0,4.0,4500000.0
1374,2799,1,8426305.43,4.0,2000000.0
1375,470,1,0.0,5.0,100000000.0
1376,2759,1,91650.0,11.0,4500000.0
1377,3444,0,68235113.32000001,9.0,4000000.0
1378,3994,1,0.0,3.0,2000000.0
1381,2216,1,3131000.0,5.0,3330000.0
1383,2151,1,159000.0,4.0,2000000.0
1384,2105,1,0.0,7.0,2000000.0
1385,5551,1,0.0,1.0,2000000.0
1386,5506,1,2000000.0,1.0,2000000.0
1387,2815,0,3421358.03,23.0,4000000.0
1388,4922,1,6685179.8,1.0,5000000.0
1389,262,0,2200000.0,7.0,8000000.0
1390,4775,1,1339454.0,2.0,2000000.0
1391,31,0,1154958.28,24.0,14000000.0
1392,1038,1,1300000.0,12.0,2000000.0
1393,318,0,0.0,31.0,4000000.0
1394,5316,1,2000000.0,1.0,2000000.0
1395,154,1,711500.0,7.0,2510000.0
1396,3000,1,40801276.900000006,6.0,2000000.0
1397,2112,1,160000.0,4.0,2000000.0
1398,5247,1,0.0,1.0,2000000.0
1399,3093,1,160000.0,4.0,2000000.0
1400,21,0,2000000.0,7.0,140000000.0
1401,4811,1,4147572.0,2.0,3500000.0
1402,3580,1,0.0,4.0,2000000.0
1403,1621,1,2050000.0,4.0,10000000.0
1404,3695,1,141000.0,3.0,2000000.0
1405,89,0,171462.0,25.0,10000000.0
1406,228,0,10490100.0,19.0,8000000.0
1407,4413,1,147200.0,2.0,2620000.0
1408,4178,0,13670893.44,3.0,4005299.9999999995
1409,4398,1,341392.78,2.0,2000000.0
1412,1169,1,1462915.95,5.0,3424100.0000000005
1413,3320,0,1590000.0,12.0,4000000.0
1414,3157,1,2892611.06,6.0,10000000.0
1415,1622,1,0.0,7.0,2000000.0
1416,4888,1,100000.0,2.0,2010000.0
1417,79,0,0.0,14.0,4000000.0
1418,3651,1,200000.0,3.0,2000000.0
1421,5114,1,194299.3,1.0,2000000.0
1422,3991,1,2646888.5900000003,3.0,2000000.0
1423,2752,1,221465.6,4.0,2000000.0
1424,2718,0,0.0,5.0,4100000.0
1425,3833,1,4559143.85,3.0,3000000.0
1426,1314,0,3500000.0,12.0,6000000.0
1427,225,1,0.0,6.0,311000000.0
1428,3178,1,0.0,4.0,5000000.0
1429,152,1,471200.0,11.0,2000000.0
1430,26,1,5228980.59,6.0,2000000.0
1431,2871,1,850000.0,8.0,5000000.0
1432,3608,1,0.0,4.0,0.0
1433,1828,1,200000.0,6.0,2000000.0
1436,3030,1,194500.0,4.0,2000000.0
1437,2794,1,5000000.0,4.0,2000000.0
1438,4848,1,158308.3,2.0,2000000.0
1439,3017,0,24528617.77,32.0,4000000.0
1440,2233,1,292105.26,12.0,2190000.0
1441,2301,0,876800.0,28.0,4000000.0
1442,2961,1,52100000.0,4.0,2580000.0
1443,4289,1,32000000.0,2.0,50000000.0
1444,1136,0,1524241.0,5.0,4000000.0
1445,3955,1,0.0,3.0,4000000.0
1446,2699,0,60000.0,4.0,4000000.0
1447,2257,1,55000.0,3.0,10000000.0
1448,51,1,300000.0,5.0,2000000.0
1449,4022,1,3234610.0,3.0,2000000.0
1450,5108,0,14000000.0,1.0,10000000.0
1451,5887,1,7173456.0,1.0,2000000.0
1452,1631,0,563566.4299999999,6.0,4000000.0
1453,193,1,31641174.0,6.0,20000000.0
1454,41,0,0.0,23.0,6000000.0
1455,3165,1,1195385.0,6.0,2000000.0
1456,3330,1,0.0,7.0,2000000.0
1457,1797,0,412500.0,7.0,4000000.0
1458,4502,1,14581570.67,2.0,2000000.0
1459,2286,1,52415489.54,4.0,2000000.0
1460,4330,0,256479.24,2.0,4000000.0
1461,3034,0,1000000.0,9.0,10000000.0
1462,3197,0,12157495.67,19.0,6100000.0
1463,950,1,23103000.0,7.0,4000000.0
1464,970,0,0.0,4.0,5000000.0
1465,4294,1,0.0,2.0,3000000.0
1466,2473,1,1589318748.73,23.0,20000000.0
1467,197,0,74194463.57,7.0,8000000.0
1468,3426,0,3111280.0,10.0,4000000.0
1469,5241,1,2660000.0,1.0,2660000.0
1470,3558,1,234000.0,4.0,2000000.0
1471,4337,1,1290000.0,2.0,2000000.0
1472,945,1,71027905.09,15.0,20000000.0
1473,5198,1,3000000.0,1.0,3000000.0
1474,1048,0,5419711.399999999,11.0,4000000.0
1475,2320,1,0.0,10.0,2000000.0
1476,1795,0,583600.0,7.0,4000000.0
1477,2043,1,2000000.0,4.0,2000000.0
1478,2053,1,500000.0,5.0,2000000.0
1479,4118,1,0.0,3.0,2050000.0
1480,4709,1,277168.2,2.0,1000000.0
1481,3279,1,7810000.0,4.0,20000000.0
1482,3040,0,0.0,27.0,4025000.0
1483,1634,0,4560515.6,31.0,4000000.0
1484,3062,0,498251.0,12.0,4000000.0
1485,4409,1,115360.0,2.0,2000000.0
1486,3605,1,345436.0,4.0,2000000.0
1487,1632,1,1150000.0,11.0,2000000.0
1488,5279,1,2550000.0,1.0,2000000.0
1489,3676,0,0.0,3.0,4100000.0
1490,4620,1,1095547.01,2.0,2000000.0
1491,5060,0,0.0,1.0,10000000.0
1492,3079,1,2110000.0,8.0,2000000.0
1493,3588,0,945000.0,5.0,4000000.0
1494,1070,1,41260.0,7.0,2000000.0
1495,5273,1,0.0,1.0,2000000.0
1496,3993,1,560000.0,3.0,2000000.0
1497,3138,1,1520000.0,7.0,2000000.0
1500,60,0,0.0,25.0,4000000.0
1501,1042,0,2381897.56,6.0,4000000.0
1502,2269,1,4523412.66,4.0,2000000.0
1503,1338,0,215670.0,25.0,4000000.0
1504,2119,1,250000.0,5.0,2350000.0
1505,2477,1,12256729.26,7.0,10000000.0
1506,2244,1,0.0,6.0,2000000.0
1507,2160,0,30569422.45,12.0,4000000.0
1508,354,0,0.0,12.0,16000000.0
1509,4622,1,5143000.0,2.0,5000000.0
1510,4773,1,0.0,2.0,2000000.0
1511,2826,0,0.0,26.0,4000000.0
1512,4715,1,1272100.0,2.0,2000000.0
1513,3399,0,112378430.5,23.0,4000000.0
1514,43,1,251271907.15,13.0,4000000.0
1515,890,0,1541077.6,9.0,5000000.0
1516,3454,0,17175615.79,8.0,4000000.0
1517,132,1,3543690.68,11.0,2000000.0
1518,4233,1,10000000.0,3.0,2000000.0
1519,5163,1,4200000.0,1.0,2000000.0
1520,3862,1,7000000.0,3.0,77300000.0
1521,4744,1,80038.0,2.0,2000000.0
1522,2874,0,1019500.0,28.0,4000000.0
1523,2062,1,4610164.2,24.0,2300000.0
1524,4572,1,3035579.08,2.0,2000000.0
1525,3224,1,1000000.0,7.0,2000000.0
1526,1836,0,0.0,4.0,5000000.0
1527,3977,1,669200.0,3.0,2000000.0
1528,5410,1,2528325.4,1.0,2000000.0
1529,75,0,721482408.59,23.0,460000000.0
1530,6577,1,1412267.0,1.0,2000000.0
1531,4279,1,358891.65,2.0,5000000.0
1532,2481,0,26125913.97,28.0,4000000.0
1533,1106,1,1273605.55,10.0,2000000.0
1534,3214,0,428376.0,13.0,4000000.0
1535,1178,1,1044913.62,27.0,2100000.0
1536,2275,1,0.0,5.0,6000000.0
1537,1826,1,2386800.0,4.0,10000000.0
1538,2226,1,1500000.0,5.0,2000000.0
1539,2658,0,16185800.0,4.0,4700000.0
1540,221,0,86690561.44,21.0,8000000.0
1541,397,1,10821045.31,4.0,20000000.0
1542,2838,1,1455595.7,6.0,4010000.0
1543,2305,1,1120447.0,13.0,2000000.0
1544,2480,1,1883284.0,5.0,2000000.0
1545,4807,1,2601000.0,2.0,2000000.0
1546,3010,1,465594.5,9.0,2000000.0
1547,1687,0,2090610.6,8.0,4093300.0
1548,3778,1,0.0,3.0,5000000.0
1549,3118,0,1376500.0,8.0,4150000.0
1550,5044,1,4000000.0,1.0,2000000.0
1551,2107,1,0.0,11.0,2000000.0
1552,4794,1,5120350.0,2.0,5000000.0
1553,4263,1,32238321.01,2.0,5000000.0
1554,125,0,16359488.67,23.0,9000000.0
1555,3082,1,308725.0,5.0,2000000.0
1556,214,0,1154114208.75,21.0,8000000.0
1557,5164,1,0.0,1.0,2000000.0
1558,4236,1,258430.0,2.0,2000000.0
1559,2048,0,2263052.0,8.0,4000000.0
1560,1265,0,15080890.0,29.0,4000000.0
1561,114,1,258932.0,11.0,2000000.0
1562,3508,1,27511354.04,4.0,5000000.0
1563,2113,1,379000.0,4.0,2000000.0
1564,2201,1,0.0,9.0,3000000.0
1565,124,1,275000.0,9.0,2000000.0
1566,2294,1,339634.0,7.0,2000000.0
1567,2167,1,0.0,8.0,2000000.0
1568,2859,1,0.0,10.0,2000000.0
1569,1811,1,2053209.0,28.0,4100000.0
1570,2937,1,19279888.990000002,10.0,2000000.0
1571,1076,1,0.0,10.0,2000000.0
1572,4423,1,0.0,2.0,2000000.0
1573,937,1,25000.0,5.0,2000000.0
1574,3829,1,13712776.22,3.0,5000000.0
1575,5224,1,2000000.0,1.0,2000000.0
1576,94,0,13990542.15,25.0,5000000.0
1577,4440,1,2617123.6,2.0,4000000.0
1578,2958,1,2350499.3,10.0,2000000.0
1579,825,1,921300.0,8.0,2000000.0
1580,1814,0,2200000.0,29.0,5000000.0
1581,3844,1,65000.0,3.0,2000000.0
1582,2668,1,1674662.11,4.0,30000000.0
1583,1145,1,1200000.0,4.0,2000000.0
1584,1752,0,3256425.55,6.0,4000000.0
1585,4081,0,1600.0,3.0,6000000.0
1586,3014,0,7164423.0,12.0,4000000.0
1587,239,0,238020443.67,14.0,50000000.0
1588,3361,0,84119968.5,21.0,4000000.0
1589,2229,1,6565730.0,5.0,3000000.0
1590,1097,0,563500.0,25.0,4000000.0
1591,4504,1,61000000.0,2.0,5000000.0
1592,1190,1,0.0,11.0,2000000.0
1593,5006,1,11750000.0,1.0,10000000.0
1594,971,0,1243600.0,28.0,4050000.0
1595,3016,0,7123309.88,29.0,5000000.0
1596,284,1,21027822.9,12.0,100000000.0
1597,2997,1,0.0,8.0,2000000.0
1598,389,1,45199.37,12.0,2000000.0
1599,1337,1,0.0,9.0,2600000.0
1600,3510,1,716464.0,4.0,5100000.0
1601,2800,0,22206371.46,11.0,4000000.0
1602,3173,1,19742962.89,6.0,2000000.0
1603,1619,1,9530018.42,11.0,2000000.0
1604,1372,0,145200.0,22.0,4000000.0
1605,1651,0,665000.0,7.0,4040000.0
1606,2952,1,1305339.81,12.0,20000000.0
1607,340,0,15965372.7,31.0,4000000.0
1608,1344,1,0.0,21.0,15000000.0
1609,2978,0,30070840.0,10.0,4000000.0
1610,3085,1,3912255.76,6.0,4000000.0
1611,1095,0,0.0,18.0,13100000.0
1612,1186,1,375692.26,5.0,18000000.0
1613,2285,0,5579380.0,25.0,4000000.0
1614,25,1,6018000.0,5.0,2000000.0
1615,1364,0,3272400.4,8.0,4200000.0
1616,2795,0,12455738.0,24.0,4000000.0
1617,3967,1,650000.0,3.0,6000000.0
1618,1635,1,19032361.0,5.0,2000000.0
1620,5278,1,2000000.0,1.0,2000000.0
1621,3606,1,9643099.0,4.0,2000000.0
1622,2312,0,2212460.98,8.0,10000000.0
1623,3339,1,749000.0,5.0,2000000.0
1624,5070,1,23620000.0,1.0,23000000.0
1625,2304,1,0.0,7.0,20000000.0
1626,2488,1,1990400.0,5.0,2000000.0
1627,2134,1,200000.0,6.0,2000000.0
1628,2126,1,0.0,8.0,2000000.0
1629,1802,0,315.28,22.0,4000000.0
1630,143,1,0.0,16.0,3000000.0
1631,363,1,25377130.3,6.0,20000000.0
1632,4119,1,271150.0,3.0,2000000.0
1633,2032,0,26593182.15,12.0,4000000.0
1634,3587,0,1700000.0,5.0,4000000.0
1635,5959,1,1191652.0,2.0,4000000.0
1636,3497,0,2985000.0,10.0,4000000.0
1637,74,0,9171371.62,25.0,8500000.0
1638,1182,0,1491063.4,28.0,4000000.0
1639,3690,0,15464707.98,3.0,35000000.0
1640,241,0,69233023.18,23.0,8970000.0
1641,90,0,3512942.4,25.0,31000000.0
1642,4140,1,1650479.74,3.0,20000000.0
1643,1639,0,57184.97,27.0,4000000.0
1644,48,1,200000.0,8.0,2000000.0
1645,66,0,1292030.0,25.0,4000000.0
1646,2240,1,1536804.0,7.0,2000000.0
1647,319,1,1130000.0,8.0,2000000.0
1648,4734,1,509000.0,2.0,4000000.0
1649,103,1,0.0,7.0,2000000.0
1650,4905,1,3609525.67,2.0,4000000.0
1651,2670,0,200000.0,6.0,4000000.0
1652,150,1,0.0,11.0,5000000.0
1653,2495,0,2016800.0,12.0,4000000.0
1654,136,0,90752399.61,9.0,4000000.0
1655,3104,1,2634300.0,7.0,2060000.0
1656,3911,1,500000.0,3.0,2000000.0
1657,3712,0,3140600.0,3.0,36820000.0
1658,2100,0,5021000.0,11.0,6000000.0
1659,219,0,99809734.87,13.0,10000000.0
1660,1733,1,39557960.0,12.0,2000000.0
1661,224,0,17009108.86,22.0,11000000.0
1662,1652,0,0.0,9.0,4100000.0
1663,2823,1,0.0,13.0,8477700.0
1664,1409,0,254850.0,26.0,4000000.0
1665,5095,1,2016000.0,2.0,2000000.0
1666,8,0,650000.0,5.0,10000000.0
1669,2272,0,37861385.529999994,28.0,4200000.0
1670,826,1,1090000.0,5.0,2000000.0
1671,121,1,50000.0,5.0,2000000.0
1672,3498,1,1305241.0,2.0,2000000.0
1673,980,1,81905465.38,7.0,20000000.0
1674,337,0,8201000.07,25.0,4000000.0
1675,1357,1,183000.0,5.0,2000000.0
1676,2704,0,36720338.78,10.0,5000000.0
1677,4347,0,0.0,2.0,4000000.0
1678,2981,0,0.0,6.0,4000000.0
1679,3316,0,231510.0,7.0,4000000.0
1680,2811,1,225000.0,9.0,2000000.0
1681,295,0,0.0,26.0,4000000.0
1682,4962,1,3215000.0,1.0,2000000.0
1683,2086,1,565.0,4.0,4000000.0
1684,3400,0,796597.0,12.0,4000000.0
1685,2042,1,547915.43,7.0,2010000.0
1686,2940,1,3200000.0,4.0,2600000.0
1687,3203,1,1475355.0,4.0,2000000.0
1688,3096,0,6833479.08,7.0,4000000.0
1689,3364,0,10725370.0,21.0,4000000.0
1690,2311,0,1986470.29,25.0,4000000.0
1691,3459,0,7959972.1,22.0,8000000.0
1692,446,0,5533600.0,20.0,4000000.0
1693,69,1,45000.0,12.0,20000000.0
1694,4926,1,2200700.02,1.0,2000000.0
1696,751,1,690000.0,36.0,20000000.0
1697,4983,1,2000000.0,1.0,2000000.0
1698,4526,0,0.0,2.0,4050000.0
1699,1167,0,2000000.0,19.0,8000000.0
1700,2059,1,578839.14,6.0,2000000.0
1701,3867,1,221600.0,3.0,2000000.0
1702,335,0,8187907.0,35.0,4000000.0
1703,5283,1,2350000.0,1.0,2350000.0
1704,275,0,448884365.99,28.0,8000000.0
1705,1715,0,2390998.0,10.0,4226600.0
1706,1051,0,920000.0,5.0,4000000.0
1707,217,0,189365824.18,29.0,18600000.0
1708,327,0,690176.84,22.0,4200000.0
1709,4087,1,313313.14,3.0,2000000.0
1710,2319,1,4376811.94,11.0,2000000.0
1711,4967,1,2000000.0,1.0,2000000.0
1712,3930,1,205245.6,3.0,2000000.0
1713,2306,0,1545808.0,23.0,4000000.0
1714,4779,1,443951.73,2.0,2000000.0
1715,3262,0,0.0,5.0,4000000.0
1716,4072,1,0.0,3.0,2000000.0
1717,2747,1,1594996.0,4.0,2000000.0
1718,3084,0,934253.43,4.0,4000000.0
1719,3094,1,4000.0,6.0,2000000.0
1720,4816,1,2093703.09,2.0,2000000.0
1721,4800,1,19055993.0,2.0,2000000.0
1722,368,0,0.0,13.0,4000000.0
1723,2064,1,1003610.0,4.0,20000000.0
1724,4407,1,0.0,2.0,10000000.0
1725,5275,1,0.0,1.0,2000000.0
1726,208,0,711333497.46,24.0,8000000.0
1727,117,1,116640000.0,7.0,2000000.0
1728,3306,1,138000.0,6.0,2000000.0
1729,1093,1,0.0,9.0,2000000.0
1730,293,0,0.0,12.0,4000000.0
1731,4742,1,196443.15,2.0,2000000.0
1732,4137,1,2296374.59,3.0,2000000.0
1733,4227,1,8167000.0,3.0,2000000.0
1734,2091,1,0.0,6.0,2000000.0
1735,57,0,30773260.42,25.0,4200000.0
1736,4901,1,162000.0,2.0,2500000.0
1737,2246,1,3431000.0,4.0,10000000.0
1738,4974,1,3170000.0,1.0,2000000.0
1739,110,1,0.0,16.0,18500000.0
1740,5514,0,9622140.73,1.0,4253800.0
1741,2970,0,1003232385.85,21.0,4000000.0
1742,3210,1,1353930.0,6.0,3000000.0
1743,2756,1,12827359.28,11.0,2000000.0
1744,5843,1,630000.0,1.0,2000000.0
1745,187,0,78496628.65,24.0,8000000.0
1746,3726,1,38655551.08,3.0,2000000.0
1747,396,1,1067000.0,4.0,2000000.0
1748,882,1,29643904.51,10.0,20000000.0
1749,220,0,35.0,27.0,20000000.0
1750,3777,1,191000.0,3.0,3000000.0
1751,4314,1,352090.25,2.0,1000000.0
1752,333,0,5211300.0,6.0,4000000.0
1753,5637,1,5000000.0,1.0,5000000.0
1754,4264,1,220000.0,2.0,2000000.0
